,title,author,pubyear,first_published,txtype,id,pubyear_syn,first_published_syn,txtype_syn
904,Legion Condor,"Skotnicki, M. - Nowakowski, T. - Zalewski, K.",1996,1996,POP,condor,1996,1996,SCI
905,Tobrúk 1941,"Hrbek, Jaroslav",1997,1997,FAC,tobruk,1997,1997,SCI
906,Reforma OSN a zájmy České republiky,"Khol, R. - Kovačič, J. - Lebeda, P.",1998,1998,SCI,reforosn,1998,1998,SCI
907,Válka o Falklandy 1982,"Hrbek, Jaroslav",1999,1999,POP,falkland,1999,1999,SCI
908,Liberalismus,"Gray, John",1999,1999,SCI,graylib,1999,1999,SCI
909,Česká politická pravice,"Čechurová, Jana",1999,1999,POP,pravice,1999,1999,SCI
910,Základy politologie,"Prorok, Vladimír - Lisa, Aleš",1999,1999,SCI,propolit,1999,1999,SCI
911,Velká šachovnice,"Brzezinski, Zbigniew",1999,1999,POP,vel_sach,1999,1999,SCI
912,"O komunistickém totalitarismu a o tom,co s ním souvisí","Reiman, Michal",2000,2000,POP,reimanmi,2000,2000,SCI
913,1968 - Ve stínu Pražského jara,"Retegan, Mihai",2002,2002,POP,1968jaro,2002,2002,SCI
914,Budoucnost svobody,"Zakaria, Fareed",2005,2004,SCI,budsvobo,2005,2004,SCI
915,Demokracie v Polsku,"Kubát, Michal",2005,2005,SCI,dempolmk,2005,2005,SCI
916,Encyklopedie diplomacie,"Hubinger, Václav",2006,2006,SCI,diplomac,2006,2006,SCI
917,O čem Stalin věděl,"Murphy, David E.",2008,2008,SCI,stalinve,2008,2008,SCI
918,Zotročený duch,"Milosz, Czeslaw",1992,1992,POP,milosz,1992,1992,POP
919,Zahradní slavnost pro patnáct miliónů aneb Jak vyhovět Murphyho zákonům,"Ravik, Slavomír",1993,1993,SCI,pi240,1993,1993,POP
920,Jak to šlo,"Tigrid, Pavel",1993,1993,FAC,tigrid1,1993,1993,POP
921,Velké bitvy 2. světové války,"MacDonald, John",1995,1995,POP,vebisvva,1995,1995,POP
922,Americké tanky 1939 - 45,"Ledwoch, Janusz - Solarz, Jacek",1996,1996,POP,us_tanky,1996,1996,POP
923,Jana Klusáková a Václav Klaus rozmlouvají Nadoraz,"Klaus, Václav - Klusáková, Jana",1997,1997,FAC,klaus,1997,1997,POP
924,Ponorky ve válce,"Vat, Dan van der",1997,1997,POP,ponorkyy,1997,1997,POP
925,Válka v evropské historii,"Howard, Michael",1997,1997,POP,valkahis,1997,1997,POP
926,Nadace Charty 77,"Janouch, František",1998,1998,FAC,charta77,1998,1998,POP
927,Nebát se a nekrást?,"Mandler, Emanuel",1998,1998,POP,nebatse,1998,1998,POP
928,Průvodce občana Evropskou unií,"Greger, Petr",1999,1999,POP,pruobceu,1999,1999,POP
929,Ve službách Třetí říše,"Tejchman, Miroslav",1999,1999,POP,tretrise,1999,1999,POP
930,Bitva o Guadalcanal,"Griffith, Samuel B.",2001,1970,POP,guadal,2001,1970,POP
931,Midway,"Fučida, Micuo - Okumija, Masatake",2001,2001,POP,midway,2001,1990,POP
932,Ikeova poslední bitva,"Whiting, Charles",2004,2004,POP,ike_bitv,2004,2004,POP
933,Demokracie a ústavnost,"Kunc, Jiří (ed.)",1999,1996,SCI,demoaust,1999,1996,SCI
934,Evropské právní prostředí,"Janků, Martin - Svobodová, Andrea",1999,1999,POP,evropro,1999,1999,SCI
935,Encyklopedie zločinu,"Vandome, Nick",1994,1994,ENC,zlocin,1994,1994,POP
936,Skoncujme s prohibicí. Drogy: radikální řešení,"Bandinelli, Angiolo (ed.)",1996,1996,POP,drogy,1996,1996,POP
937,Kouzla kriminalistiky,"Machutová, Marcela - Stavěl, Radoslav",1996,1996,POP,kouzkrim,1996,1996,POP
938,"Právní rádce, č. 4/2000",Y,2000,2000,POP,prra0004,2000,2000,POP
939,Příhody soudního patologa,"Bankl, Hans",2003,2003,POP,patologa,2003,2003,POP
940,Bojiště zítřka,"Dunningan, James F.",2004,2004,POP,boj_zit,2004,2004,POP
941,Dějiny šílenství v době osvícenství,"Foucault, Michel",1994,1994,POP,foucault,1994,1994,SCI
942,Erich Fromm,"Funk, Reiner",1994,1994,FAC,fromm,1994,1994,SCI
943,Psychologie školního dítěte,"Vágnerová, Marie",1997,1997,TXB,psychsko,1997,1995,SCI
944,Životní cyklus rozšířený a dokončený,"Erikson, Erik H.",1999,1999,SCI,cyklus,1999,1999,SCI
945,Podoby násilí v rodině,"Gjuričová, Šárka - Kocourková, J. - Koutek, J.",2000,2000,SCI,podoby,2000,2000,SCI
946,Rozumíme sami sobě?,"Mentzos, Stavros",2001,2001,POP,rozumime,2000,2000,SCI
947,Brněnská škola celostní a tvarové psychologie,"Förster, Josef - Plháková, Alena",2004,2004,SCI,brnojf,2004,2004,SCI
948,Hledání a objevování,"Casement, Patrick",1999,1999,SCI,hledani,1999,1999,PRO
949,Dramaterapeutické projektování,"Valenta, Milan",2003,2003,POP,valentam,2003,2003,PRO
950,Jak rozvíjet inteligenci svého dítěte,"Gruber, David",1993,1993,POP,dite,1993,1993,POP
951,Jak si vychutnat zuřícího šéfa,"Gruber, David",1995,1995,POP,zurisef,1993,1993,POP
952,Partnerské vztahy,"Peseschkian, Nossrat",1995,1995,POP,parhyvz,1995,1995,POP
953,Lidské pudy a emoce,"Šimek, Jiří",1995,1995,POP,pudy,1995,1995,POP
954,Síla podvědomí,"Freitag, F. Erhard",1995,X,POP,freitag,1996,1996,POP
955,Freud,"Storr, Anthony",1996,1996,POP,freudsto,1996,1996,POP
956,Jung,"Stevens, Anthony",1996,1996,POP,jungpsy,1996,1996,POP
957,Průvodce rozvodem,"Bakalář, Eduard - Nováková, Markéta (et al.)",1996,1996,POP,pruvodro,1996,1996,POP
958,Pozitivní stres,"Birkenbihlová, Vera F.",1996,1996,POP,stres,1996,1996,POP
959,Testy osobnosti,"Lauster, Peter",1996,1994,POP,testos,1996,1994,POP
960,Trénujeme úspěch,"Birkenbihlová, Vera F.",1996,1996,POP,uspech,1996,1996,POP
961,Astrologický průvodce k dobré kondici,"Shawová, Eva",1997,1997,POP,astroprv,1997,1997,POP
962,Šest klobouků aneb Jak myslet,"Bono, Edward de",1997,1997,POP,bonoklo,1997,1997,POP
963,Čtyřbarevný člověk,"Lüscher, Max",1997,1997,POP,ctyrbrv1,1997,1997,POP
964,Podnikatelská etiketa,"Durcklová, Jacqueline",1997,1997,POP,etiketcl,1997,1997,POP
965,Cesta k vnitřnímu klidu,"Lauster, Peter",1997,1997,POP,klid,1997,1997,POP
966,Numerologie v praxi,"Škach, Vladimír",1997,1997,POP,numerol,1997,1997,POP
967,Trénink radosti. Emotion management,"Gruber, David - Paulík, Karel",1997,1997,POP,radost2,1997,1997,POP
968,Já se z těch rodičů zblázním,"Vedralová, Joyce",1997,1997,POP,rodice,1997,1997,POP
969,S vlky výti,"Berg, Wolfhart",1997,1997,POP,vlci,1997,1997,POP
970,Zaříkadla lásky,"Dolnicková, Barrie",1997,1997,POP,zarikadl,1997,1997,POP
971,Čtení z ruky,"Reidová, Lori",1998,1998,POP,ctenizru,1998,1998,POP
972,Jak milovat a být milován,"Hauck, Paul",1998,1998,POP,jakmilov,1998,1998,POP
973,Rukověť správného chlapa,"Barry, Dave",1998,1998,POP,ruksprch,1998,1998,POP
974,Poznej sám sebe,"Maťha, Miroslav",2000,2000,POP,poznej,2000,2000,POP
975,Z dětských mudrosloví: Specifické znaky dětské psychiky,"Strašíková, Blanka",2000,2000,POP,strasiko,2000,2000,POP
976,Feng-šuej pro život,"Too, Lillian",2001,2001,POP,energie,2001,2001,POP
977,"Král, válečník, kouzelník, milovník","Moore, Robert - Gillette, Douglas",2001,2001,POP,kral_val,2001,2001,POP
978,"Člověče, neboj se","Ellis, Albert",2001,2001,POP,neboj_se,2001,2001,POP
979,Jak přežít pubertu,"Bauman, Lawrence - Rich, Robert",2001,2001,POP,prpubert,2001,2001,POP
980,Čarodějnická kniha,"Pulford, Nicola de",2002,X,ENC,carodej,2002,2002,POP
981,Desatero sebevědomých žen,"Nuberová, Ursula",2002,2002,POP,desatero,2002,2002,POP
982,Poznej sám sebe i druhé,"Wirth, Bernhard P.",2002,2002,POP,poznejsd,2002,2002,POP
983,Psychometrické testy: praktické procvičovací materiály,"Parkinson, Mark",2002,2002,POP,psycho,2002,2002,POP
984,Jak nenaštvat puberťáka,"Zack, Elias - Goldman, Travis",2004,1999,POP,pubertak,2004,2004,POP
985,Jen láska je skutečná,"Weiss, Brian Leslie",2007,2007,POP,skutecna,2007,2007,POP
986,Jste opravdu šťastní?,"Berger, Barbara",2008,2008,POP,stastni,2008,2008,POP
987,Příručka pro zoufalé matky,"Mitchellová, Allison",2008,2008,POP,zoumatam,2008,2008,POP
988,Úvahy o postmoderní době,"Bauman, Zygmunt",1995,1995,SCI,bauman,1995,1995,SCI
989,Sociální stát,"Večeřa, Miloš",1996,1993,SCI,vecera,1996,1993,SCI
990,Důsledky modernity,"Giddens, Anthony",1998,1998,SCI,giddens,1998,1998,SCI
991,Naše prababičky feministky,"Horská, Pavla",1999,1999,POP,feminist,1999,1999,SCI
992,Globalizace,"Bauman, Zygmunt",1999,1999,POP,global,1999,1999,SCI
993,Ubavit se k smrti,"Postman, Neil",1999,1999,POP,ubavitse,1999,1999,SCI
994,"Encyklopedie lži, podvádění a klamání s přiklady a obrana proti nim","Mleziva, Emil",2000,2000,SCI,klamani,2000,2000,SCI
995,Problémy legitimity v pozdním kapitalismu,"Habermas, Jürgen",2000,2000,POP,problegi,2000,2000,SCI
996,Mytologie,"Barthes, Roland",2004,2004,SCI,mytolrb,2004,2004,SCI
997,Vybrané kapitoly ze sociální politiky,"Knausová, Ivana",2004,2004,SCI,kap_socp,2005,2004,SCI
998,Vážení občané (projevy 07/90 - 07/92),"Havel, Václav",1992,1992,COL,havel1,1992,1992,POP
999,Báseň o hašiši,"Baudelaire, Charles",1993,1991,COL,hasis,1993,1991,POP
1000,Tváří v tvář obrazovce,"Blažek, Bohuslav",1995,1995,SCI,blaz,1995,1995,POP
1001,Lítostivá kantiléna,"Biedermannová, Carola",1995,1995,NOV,kantilen,1995,1995,POP
1002,Na koštěti se dá i lítat aneb Nemožné ženy,"Hauserová, Eva",1995,1995,POP,koste,1995,1995,POP
1003,K hříchu i k modlitbě,"Lenderová, Milena",1999,1999,POP,lender,1999,1999,POP
1004,Marihuana 2000,"Doležal, Jiří X.",2000,2000,POP,marihu00,2000,2000,POP
1005,Poslední dary,"Callananová, Maggie - Kelleyová, Patricia",2005,2005,COL,posdarmc,2005,2005,POP
1006,Vzkříšení utopie,"Aínsa, Fernando",2007,2007,SCI,utopie,2007,2007,POP
1007,85 her pro zlepšení kondice dětí,"Forsterová, E. R. - Hartingerová, K.",1997,1997,POP,85her,1997,1997,PRO
1008,Základy sportovního rybolovu,"Reiser, František",1997,1997,POP,zsrybol,1997,1997,PRO
1009,Belgie a Lucembursko,"Bartošíková, M.",1994,1994,FAC,belgie,1994,1994,POP
1010,Kniha olympijských her,"Bendl, Václav Čeněk",1994,1994,FAC,olym,1994,1994,POP
1011,Typ a účes,"Bolz, Elke",1994,1994,POP,typauces,1994,1994,POP
1012,Výrobky z kůže,"Prošková, Iva - Křivánková, Ivana",1994,1994,POP,vyrzkuze,1994,1994,POP
1013,Jadranské pobřeží Chorvatska a Slovinska,"Heřmanová, Nina",1995,1995,FAC,jadran,1995,1995,POP
1014,Přírodní kosmetika od hlavy k patě,"Schapelweinová, Edith",1995,1995,POP,kosm,1995,1995,POP
1015,Velká kniha pro malé mistry I,"Barffová, U. - Burkhardtová, I. - Maierová, J.",1996,1996,POP,mistr1,1995,1995,POP
1016,Svatba,"Regalová, Markéta",1995,1995,POP,svatba,1995,1995,POP
1017,Spojené státy americké,"Janoušová, J. - Votýpka, J.",1995,1995,FAC,usapruv,1995,1995,POP
1018,Abeceda basketbalu,"Mullin, Chris",1995,1996,POP,basket,1996,1996,POP
1019,Evropské góly,"Herfurt, Ivan",1996,1996,POP,fotbal,1996,1996,POP
1020,Bylinková kuchařka,"Hurley, Judith Benn",1996,1996,POP,hurley,1996,1996,POP
1021,Vaříme v mikrovlné troubě 101 praktických rad,"Brownová, Sarah",1996,1996,POP,mikrovl,1996,1996,POP
1022,V mikrovlnce snadno a rychle,Y,1996,1996,ENC,miktroub,1996,1996,POP
1023,Mikrovlnná trouba - praktická ilustrovaná příručka,"Brownová, Sarah (et al.)",1996,1996,ENC,mikvltr,1996,1996,POP
1024,Velká kniha pro malé mistry II,"Barffová, U. - Burkhardtová, I. - Maierová, J.",1996,1996,POP,mistr2,1996,1996,POP
1025,Jak vařit těstoviny,"Willanová, Anne",1996,1996,POP,testov,1996,1996,POP
1026,Škola vaření pro začátečníky a prokročilé,Y,1996,1996,ENC,varenij,1996,1996,POP
1027,Zavařování sladké a pikantní,Y,1996,1996,POP,zavaruj,1996,1996,POP
1028,Grilování na zahradě i na balkoně,Y,1997,1997,ENC,grilovan,1997,1997,POP
1029,Vaříme v římském hrnci,"Eckertovi, A. a G.",1997,1997,ENC,hrnec,1997,1997,POP
1030,"Itálie, San Marino, Vatikán","Bartoněk, A. - Bartoňková, D.",1999,1997,FAC,italie,1997,1997,POP
1031,Krásná v pár minutách,"Hellomiová, Margot",1997,X,POP,krasa,1997,1997,POP
1032,Hvězdy NHL včera i dnes,"Stránský, Jiří - Ondroušek, Kamil",1997,1997,POP,nhl,1997,1997,POP
1033,Příprava pokrmů,"Vodáková, Jitka - Marádová, Eva",1997,1997,TXB,pokrmy,1997,1997,POP
1034,Pleteme ponožky,"Weinoldová, Helene",1997,1997,TXB,ponozky,1997,1997,POP
1035,Pružné tělo,"Blacková, Sara",1997,1997,POP,pruztelo,1997,1997,POP
1036,"Sušené květiny : Sběr, sušení, aranžování","Hillier, Malcolm - Hiltonová, Colin",1997,1992,POP,suskvet,1997,1992,POP
1037,Finsko,"Kučerová, H. - Rubín, J.",1998,1998,FAC,finsko,1998,1998,POP
1038,"Francie, Monako","Rubín, J.",1998,1979,FAC,francie,1998,1992,POP
1039,"Ryby pečené, smažené, vařené, dušené, rybí saláty","Abrahamová, Ivanka",1998,1998,ENC,kuchryby,1998,1998,POP
1040,Obložené stoly z celého světa,"Vergne, Blanche",1998,1998,POP,oblstoly,1998,1998,POP
1041,Paříž,"Profousová, Hana",1998,1992,FAC,pariz,1998,1992,POP
1042,Řecké ostrovy,"Bartoněk, A. - Bartoňková, D.",1998,1998,FAC,rostrov,1998,1998,POP
1043,"Šachy. 2000 let: Hra, dějiny, mistrovské partie","Finkenzeller, R. - Ziehr, W. - Bührer, E.",1998,1998,POP,sachyhr,1998,1998,POP
1044,Šijeme doma,"Gordonová, Magie McCormick",1998,1998,POP,sijemedo,1998,1998,POP
1045,Skokové ježdění,"Paalman, Anthony",1997,1998,POP,skokjezd,1998,1998,POP
1046,Šmoulí dobrůtky,"Bellini, Wilma - Fidio, Gina di",1998,1998,NOV,smoulove,1998,1998,POP
1047,Co se vaří v našich krajích,"Vašát, Jaroslav",1998,1998,POP,varikraj,1998,1998,POP
1048,Toulání po Brdech,"Čáka, Jan",1999,1983,FAC,brdy,1999,1986,POP
1049,Čína,"Masojídková, Lenka",1999,1999,FAC,cinapruv,1999,1999,POP
1050,"Cukety, patizony, tykve, zeleninové saláty","Machovská, Danuše",1999,1999,POP,cukety,1999,1999,POP
1051,Horská turistika,"McManners, Hugh",1999,1999,ENC,hory_tur,1999,1999,POP
1052,Hry v přírodě,"Wilkesová, Angela",1999,1999,POP,hryvprir,1999,1999,POP
1053,"Kuře, krůta, králík","Mandžuková, Jarmila",1999,1999,ENC,kuchkur,1999,1999,POP
1054,Kuchařka pro labužníky,"Cuhrová, Anna",1998,1999,ENC,kuchlabu,1999,1999,POP
1055,Zábavné vaření pro malé kuchtíky,"Hanzlik, Josef",1999,1999,ENC,kuchmale,1999,1999,POP
1056,Mikrovlnná kuchařka s časy,"Machovská, Danuše",1999,1999,ENC,kuchmikr,1999,1999,POP
1057,Pomazánky a saláty doma i na chalupě,"Abrahamová, Ivanka",1999,1999,ENC,kuchpos,1999,1999,POP
1058,Španělská kuchyně,"Novotná, Jana - Novotná, Dora",1999,1999,ENC,kuchspan,1999,1999,POP
1059,Staročeská kuchařka,"Mahelová, Lenka - Dlapová, Barbara",1999,1999,ENC,kuchstc,1999,1999,POP
1060,Pečeme podle našich babiček,"Mahelová, Lenka - Dlapová, Barbara",1999,1999,POP,peceme,1999,1999,POP
1061,Španělsko a Andora,"Novotná, J. - Žáková, M.",1999,1999,FAC,spanelsk,1999,1996,POP
1062,Španělská kuchyně,Y,1999,1995,POP,spankuch,1999,1995,POP
1063,Švýcarsko a Lichtenštejnsko,"Sapouch, J. - Sapouchová, H.",1999,1996,FAC,svycary,1999,1996,POP
1064,Velká Británie a Irsko,"Sapouch, J.",1999,1990,FAC,velbrit,1999,1990,POP
1065,"Grilujeme, rožníme a zapékáme na chatách a chalupách","Dufek, Oldřich",2000,2000,POP,gril,2000,2000,POP
1066,Japonsko,"Flanderka, P. - Kopečná, R. - Kraemerová, A.",2000,2000,FAC,japonsko,2000,2000,POP
1067,Konzervujeme ovoce a zeleninu tradičně i netradičně,"Höflerová, Jitka",2000,2000,POP,konzervu,2000,2000,POP
1068,Pletená krajka,Y,2000,2000,ENC,krajka,2000,2000,POP
1069,Krásná v každém věku,"Kaufmannová, Christine",2000,2000,ENC,krasavek,2000,2000,POP
1070,Houbařská kuchařka,"Höflerová, Jitka",2000,2000,POP,kuchhoub,2000,2000,POP
1071,Italská kuchyně aneb sýr na nespočet způsobů,"Sůvová-Parodi, Daniela",2000,1999,ENC,kuchital,2000,2000,POP
1072,Lilky neboli baklažány,"Havlů, Karina",2000,2000,ENC,kuchlil,2000,2000,POP
1073,Zabijačkový receptář,"Höflerová, Jitka",2000,2000,ENC,kuchzab,2000,2000,POP
1074,Abeceda rybaření,"Bailey, John",2000,2000,POP,rybolov,2000,2000,POP
1075,Anti-aging,"Oberbeil, Klaus - Rahn-Huberová, Ulla",2001,2001,POP,antiage,2001,2001,POP
1076,Chuťovky,"Novotný, Petr",2001,2001,ENC,chutovky,2001,2001,POP
1077,Recepty se sníženým obsahem cholesterolu,"Havlová, V. - Jirkovská, A.",2001,2001,ENC,kuchanti,2001,2001,POP
1078,Kuchařka babičky Chadimové,"Chadima, Ivan",2001,2001,POP,kuchbab,2001,2001,POP
1079,Čínská kuchařka,"Mahelová, Lenka - Dlapová, Barbora",2000,2001,ENC,kuchcina,2001,2001,POP
1080,Maso pokaždé jinak,"Dufek, Oldřích",2001,2001,ENC,kuchmaso,2001,2001,POP
1081,Kuchařka při onemocnění žlučníku,"Havlová, Vladimíra - Wohl, Petr",2001,2001,ENC,kuchzluc,2001,2001,POP
1082,Moučníky,"Hajková, Mária",2001,1984,ENC,moucniky,2001,1984,POP
1083,Pštros v české kuchyni,"Malíková, Vlasta - Kratochvíl, Zdeněk",2001,2001,ENC,pstros,2001,2001,POP
1084,Řecko,"Bartoněk, A. - Bartoňková, D. - Rubín, J.",2001,1993,FAC,recko,2001,1993,POP
1085,Bramborová dieta pro štíhlou linii,"Daiberová, Claudia",2002,2002,ENC,brambory,2002,2002,POP
1086,Basic cooking,"Dickhaut, Sebastian - Sälzerová, Sabine",2001,2002,ENC,cooking,2002,2002,POP
1087,Malé moučníky a dorty,"Rias-Bucher, Barbara",2002,2002,ENC,dorty,2002,2002,POP
1088,Nová encyklopedie golfu,"Campbell, Malcolm",2002,2002,ENC,encgolf,2002,2002,POP
1089,Filetové háčkování,Y,2002,2002,ENC,hackovat,2002,2002,POP
1090,Chceš být krásná?,"Marquardtová, Antonie - Springerová, Petra - Riegerová, Birgit",2002,2002,POP,krasna,2002,2002,POP
1091,Malá škola italské kuchyně,"Schaffner, Bea",2002,2002,ENC,kuchyne,2002,2002,POP
1092,Kurz pletení,"Bodeová, Sigrid - Dietzeová, Brigitte - Steinertová, Gundula",2002,2002,ENC,pleteni,2002,2002,POP
1093,Čarujeme se zeleninou,"Procházka, Luděk",2002,2002,ENC,zelenina,2002,2002,POP
1094,Léčíme se čínskými čaji,"Wu, Runjin - Haaseová, Erika Alice",2003,2003,POP,caj,2003,2003,POP
1095,Cvičíme s malým míčem,"Hambrechtová, K. - Gerstnerová-Mühlecková, I.",2003,2003,POP,cvicime,2003,2003,POP
1096,Jablečná kuchařka,"Neužil, Luděk",2004,2004,ENC,jakuchln,2004,2004,POP
1097,Dobrou chuť,"Filipová, Lea",2004,2004,ENC,kuchmlek,2004,2004,POP
1098,Kniha o medovině,"Dupal, Libor",2004,1997,POP,medovina,2004,1997,POP
1099,Naše rozhledny,"Miškovský, Pavel",2004,2004,FAC,rozhledn,2004,2004,POP
1100,Zázvor v kuchyni,"Teplíková, Jarmila",2004,2004,ENC,zazvorjt,2004,2004,POP
1101,Zpátky do bikin,"Lethabyová, Jo",2004,2003,POP,zpatky,2004,2004,POP
1102,Brokolice na 150 způsobů,"Havlů, Karina",2005,2005,ENC,brokolkh,2005,2005,POP
1103,Rodinné stříbro,"Skopová, Kamila",2005,2005,POP,rodstrks,2005,2005,POP
1104,Babiččina kuchařka,"Mikysková, Markéta - Prokešová, Miriam - Stehlíková, Marcela",2006,2006,ENC,babkucmm,2006,2006,POP
1105,Na koni křížem krážem po Česku,"Andrlová, Milena",2008,2008,FAC,krikrama,2008,2008,POP
1106,Základy speciální pedagogiky,"Renotiérová, Marie",2005,2005,SCI,spec_ped,2005,2005,SCI
1107,Metodický klíč k učebnici Zlatá brána,"Náhlovská, Ř. - Gebhartová, V.",1994,1994,POP,metklic,1994,1994,PRO
1108,Učíme (se) jinak,"Kret, Ernst",1995,1995,POP,ucimese,1995,1995,PRO
1109,"Revue Universitas, č. 1/1996",Y,1996,1996,POP,un_96_01,1996,1996,POP
1110,"Revue Universitas, č. 2/1996",Y,1996,1996,POP,un_96_02,1996,1996,POP
1111,Když dítě nechce spát,"Prekopová, Jiřina",1997,1997,POP,nechce,1997,1997,POP
1112,Proč jsou šťastné děti šťastné,"Biddulph, Steve",1997,1997,POP,stastne,1997,1997,POP
1113,Superlearning 2000,"Ostrangerová, Sheila - Schroederová, Lynn - Ostrangerová, Nancy",2000,2000,POP,learning,2000,2000,POP
1114,"Osobnosti technické výchovy - prof. Ing. Ján Stoffa, DrSc.","Kropáč, Jiří (et al.)",2002,2002,FAC,stoffaja,2002,2002,POP
1115,Roztomilé malé příšerky,"Tiodorović, Irena",2005,1994,POP,priserky,2005,1994,POP
1116,Akvaristika,"Hanel, Lubomír",1995,1995,SCI,akvaria,1995,1995,SCI
1117,Etologie,"Franck, Dierk",1996,1996,SCI,etologie,1996,1996,SCI
1118,Dějiny české zoologie,"Opatrný, Evžen - Petruška, František",1998,1998,SCI,zoolog,1998,1998,SCI
1119,Ryby,"Kůs, Evžen",1999,1999,ENC,kusryby,1999,1999,SCI
1120,Výkladový slovník vybraných termínů z oblasti ochrany životního prostředí a ekologie,"Braniš, M.",1999,1999,ENC,slovzipr,1999,1999,SCI
1121,Nové směry v biologických oborech a jejich speciálních didaktikách I,"Švecová, Milada (et al.)",2002,2002,SCI,bioldida,2002,2002,SCI
1122,(Ne)udržitelný rozvoj,"Moldan, Bedřich",2001,2001,POP,moldanne,2003,2001,SCI
1123,Zvláště chráněné a ohrožené druhy rostlin Ústecka,"Kubát, Karel - Machová, Iva",2004,2004,ENC,chrarost,2004,2004,SCI
1124,O pohlavním výběru,"Darwin, Charles",2005,2005,SCI,pohlavyb,2005,2005,SCI
1125,Rostliny Středozemí,"Zelený, Václav",2004,2004,ENC,rostlist,2005,2005,SCI
1126,Jedinec: Gen - prostředí - vývoj,"Křeček, Jiří",2007,2007,SCI,jedinec,2007,2007,SCI
1127,Rostliny Alp,"Finkenzeller, Xaver",2007,2007,ENC,rostlalp,2007,2007,SCI
1128,Atlas stop zvířat,"Richarz, Klaus",2008,2008,ENC,atlastop,2008,2008,SCI
1129,Želvy,"Zych, Jiří",1997,1997,POP,zelvy,1997,1997,PRO
1130,"Odpady, č. 12/2004",Y,2004,2004,POP,odpa0412,2004,2004,PRO
1131,O zániku druhů,"Raup, David M.",1995,1995,POP,raup,1995,1995,POP
1132,Rozmanitost života,"Wilson, Edward Osborne",1995,1995,POP,wilson,1995,1995,POP
1133,"Bobulovité, užitkové a léčivé rostliny","Grau, Jürke - Jung, Reinhard - Münker, Bertram",1996,1996,POP,bobul,1996,1996,POP
1134,Ptáci v ZOO,"Kůs, Evžen",1996,1996,POP,ptacizoo,1996,1996,POP
1135,Zvířata kolem nás,"Riha, Susanne",1996,1996,POP,zvirata,1996,1996,POP
1136,Zvířata Evropy,"Anděra, Miloš",1996,1996,POP,zvrevrop,1996,1996,POP
1137,Amatérský přírodovědec,"Durrell, Gerald - Durrell, Lee",1997,1997,POP,amatprir,1997,1997,POP
1138,Život v přírodě - Listnaté lesy,Y,1997,1997,POP,lrslesy,1997,1997,POP
1139,Moderní užitková zahrada,"Pavordová, Anna",1997,1997,POP,moduzza,1997,1997,POP
1140,Péče o pokojové rostliny II. díl,"Rak, Jaroslaw",1997,1997,POP,peoporo,1997,1997,POP
1141,"Kniha o květinách, o stromech a o ptácích","Riha, Susanne",1998,1998,COL,kokveost,1998,1998,POP
1142,Zvířata Asie,"Anděra, Miloš",1998,1998,POP,zvirasie,1998,1998,POP
1143,Zvířata Jižní Ameriky,"Dobroruka, Luděk",1998,1998,POP,zvjizam,1998,1998,POP
1144,Životy buňky,"Lewis, Thomas",1999,1999,SCI,lewis,1999,1999,POP
1145,Pole a louky,"Reichholf, Josef",1999,1999,POP,polalouk,1999,1999,POP
1146,Psi,"Bielfeld, Horst",1999,1999,POP,psi1,1999,1999,POP
1147,Encyklopedie zvířat pro děti,"Johnson, Jinny",2000,2000,ENC,zviratae,2000,2000,POP
1148,O vědcích a vejcích,"Slack, J. M. W.",2001,2001,POP,vedci,2001,2001,POP
1149,Tak jako dinosauři: hromadná vymírání druhů a život na Zemi,"Buffetaut, Eric",2005,2005,POP,jakodino,2005,2005,POP
1150,Tajemný život delfínů,"Paccalet, Yves",2005,2005,POP,zivdelfi,2005,2005,POP
1151,Biologické hodiny rostlin,"Kolář, Jan",2006,2006,POP,biohodin,2006,2006,POP
1152,Masožravé rostliny,"Studnička, Miloslav",2006,2006,POP,masorost,2006,2006,POP
1153,Ohrožená zvířata,"Wetter, Bernard De",2006,2006,SCI,ohrozena,2006,2006,POP
1154,Organické kódy,"Barbieri, Marcello",2006,2006,SCI,organkod,2006,2006,POP
1155,Země jako skleník,"Nátr, Lubomír",2006,2006,SCI,zemsklen,2006,2006,POP
1156,Šelmy,"Lyon, Derek",2007,2007,POP,selmydl,2007,2007,POP
1157,"Makrosvět, mikrosvět a lidská mysl","Penrose, Roger",1999,1999,SCI,lid_mysl,1999,1999,SCI
1158,Mikroskopie skenující sondou,"Kubínek, Roman - Vůjtek, Milan - Mašláň, Miroslav",2003,2003,SCI,mikrosko,2003,2003,SCI
1159,Poslední tři minuty: úvahy o konečném osudu vesmíru,"Davies, Paul",1994,1994,POP,postrmin,1994,1994,POP
1160,Černé díky a budoucnost vesmíru,"Hawking, Stephen W.",1995,1995,POP,cerdabv,1995,1995,POP
1161,"Nebe, řád a chaos","Verdet, Jean-Pierre",1997,1997,POP,hornebe,1997,1997,POP
1162,Obrázkový slovník - Vesmír,Y,1997,1997,ENC,obratve,1997,1997,POP
1163,Sova a vesmír,"Koukolík, František - Koubský, Pavel",1999,1999,POP,sova,1999,1999,POP
1164,Odhalená tajemství Slunce,"Kippenhahn, Rudolf",1999,1999,POP,tajemslu,1999,1999,POP
1165,"Nové vědění, Teorie všeho","Novotný, Ivan",2000,2000,POP,novotny,2000,2000,POP
