,title,author,pubyear,first_published,txtype,id,pubyear_syn,first_published_syn,txtype_syn
343,Doupě nestvůry,"Stine, R. L.",2005,1996,NOV,nestvura,2005,2005,NOV
344,Zamilovaný ničema,"Lindseyová, Johanna",2005,2005,NOV,nicema,2005,2005,NOV
345,Obchodníci s vesmírem,"Pohl, Frederik",2005,1963,NOV,obchsve,2005,1963,NOV
346,Svůdcova přísaha,"Laurensová, Stephanie",2005,1998,NOV,prisaha,2005,2005,NOV
347,Dóóóst dobrá schíza,"McCombieová, Karen",2005,2002,NOV,schiza,2005,2005,NOV
348,Mé slzy zůstaly v Iráku,"Švecová, Jana",2005,2005,NOV,slzyirak,2005,2005,NOV
349,Souboj čarodějů,"Gaskinová, Carol",2004,1985,NOV,souboj,2005,2005,NOV
350,"To si děláš srandu,Jimmy","Oldfieldová, Jenny",2005,2001,NOV,sranda,2005,2001,NOV
351,Sršeň létá v noci,"Follett, Ken",2005,2005,NOV,srsen,2005,2005,NOV
352,Svatba z donucení,"Cartland, Barbara",2005,2005,NOV,sv_donuc,2005,2005,NOV
353,Svátost manželství,"Bombecková, Erma",2005,1996,NOV,svatost,2005,1996,NOV
354,Tarantule Uvězněná paměť,"Jonquet, Thierry",2005,2005,COL,tarant,2005,2005,NOV
355,Tichá žena,"Zgustová, Monika",2005,2005,NOV,tichazen,2005,2005,NOV
356,To je váš pes?,"Hromek, Jan",2005,2005,NOV,tojevasp,2005,2005,NOV
357,Oko tornáda,"Blanchardová, Alice",2005,2005,NOV,tornado,2005,2005,NOV
358,Ukolébavka,"Palahniuk, Chuck",2005,2005,NOV,ukolebpa,2005,2005,NOV
359,Virus,"Goldberg, Leonard",2005,2005,NOV,virus,2005,2005,NOV
360,Zapomenutý příběh,"Murrayová, Yxta Maya",2005,2005,NOV,zapomen,2005,2005,NOV
361,Ztracená,"Fieldingová, Joy",2005,2003,NOV,ztracena,2005,2005,NOV
362,Blázinec,"Jauffret, Régis",2006,2006,NOV,blazinec,2006,2006,NOV
363,Bukvínkova kouzelná píšťalka,"Klimtová, Vítězslava",2006,2002,NOV,bukvipis,2006,2002,NOV
364,Devětkrát jeden vrah,"Žídková, Anna",2006,2006,NOV,devjedaz,2006,2006,NOV
365,Dívka v zrcadle,"Kačírková, Eva",2006,2006,NOV,divzrcek,2006,2006,NOV
366,Experti,"Coma, Karel",2006,2006,COL,experti,2006,2006,NOV
367,Kim,"Kipling, Rudyard",2006,2006,NOV,kim,2006,2006,NOV
368,Tenhle kluk je můj!,"Kabátová, Veronika",2006,2006,NOV,kluk,2006,2006,NOV
369,Letní plavba,"Capote, Truman",2006,2006,NOV,letnipla,2006,2006,NOV
370,"Letopisy Blarnie: Les, čaroprdelnice a skříň","Gerber, Michael",2006,2006,NOV,letopisy,2006,2006,NOV
371,Máša a Běta. Dvě novely,"Bondy, Egon",2006,2006,COL,masbeteb,2006,2006,NOV
372,Zpověď Maxe Tivoliho,"Greer, Andrew Sean",2006,2006,NOV,maxtivol,2006,2006,NOV
373,Ministerstvo strachu,"Greene, Graham",2006,2006,NOV,minister,2006,1965,NOV
374,Ostrov náhrobků,"Brezina, Thomas",2006,1998,NOV,nahrobku,2006,2006,NOV
375,Nová láska na obzoru,"Kabátová, Veronika",2006,2006,NOV,obzor,2006,2006,NOV
376,Olomoucký bestiář,"Vondruška, Vlastimil",2006,2006,NOV,olobesvv,2006,2006,NOV
377,Orlové smrti,"Kessler, Leo",2006,2006,NOV,orlove,2006,2006,NOV
378,Poslední návrat,"Cimický, Jan",2006,2006,NOV,p_navrat,2006,1988,NOV
379,Plukovníkovi nemá kdo psát,"Márquez, Gabriel-García",2006,2006,COL,plknkp,2006,2006,NOV
380,Když přijde láska,"Kabátová, Veronika",2006,2006,NOV,prijde,2006,2006,NOV
381,Psí matka,"Matesis, Pavlos",2006,2006,NOV,psimat,2006,2006,NOV
382,Šaman,"Bondy, Egon",2006,2006,COL,samaneb,2006,1990,NOV
383,Skládačka,"McBain, Ed",2006,1973,NOV,skladack,2006,1973,NOV
384,Slepé mapy,"Brdečková, Tereza",2006,2006,NOV,slepemap,2006,2006,NOV
385,Slyšel jsem sovu zavolat své jméno,"Cravenová, Margaret",2006,1984,NOV,slyssovu,2006,1984,NOV
386,Sobota,"McEwan, Ian",2006,2006,NOV,sobota,2006,2006,NOV
387,O statečném skřítku Drnovci,"Klimtová, Vítězslava",2006,1993,NOV,statskri,2006,1996,NOV
388,Tajemství posledního večera,"Renč, Ivan",2006,2006,NOV,tajevece,2006,2006,NOV
389,Anděl,"Topol, Jáchym",2006,1995,NOV,topandel,2006,1995,NOV
390,Ukvapený Sam,"Wodehouse, Pelham Grenville",2006,1984,NOV,ukvapsam,2006,1984,NOV
391,Polibek v Římě,"Cartland, Barbara",2006,2006,NOV,vrime,2006,2006,NOV
392,Zástava náhradního srdce,"Fojtová, Věra",2006,2006,NOV,zassrdvf,2006,2006,NOV
393,Afterdark,"Murakami, Haruki",2007,2007,NOV,afterdar,2007,2007,NOV
394,Klobouky z Agarveny. Rodinné tajemství,"Prášková, Markéta",2007,2007,NOV,agarvemp,2007,2007,NOV
395,Láska bez odporu,"Rozier, Gilles",2007,2007,NOV,bezodpor,2007,2007,NOV
396,Chlapectví,"Coetzee, J. M.",2007,2007,NOV,chlapec,2007,2007,NOV
397,Deltora. Jižní sestra,"Rodda, Emily",2007,2007,NOV,deltorer,2007,2007,NOV
398,Diamantová cesta,"Hlaváčková, Iva",2007,2007,NOV,diacesih,2007,2007,NOV
399,Dům,"Steel, Danielle",2007,2007,NOV,dumdast,2007,2007,NOV
400,Operace Irák,"Kessler, Leo",2007,2007,NOV,irak,2007,2007,NOV
401,Kainova kniha,"Trocchi, Alexander",2007,2007,NOV,kainknih,2007,2007,NOV
402,Konečné řešení,"Chabon, Michael",2007,2007,NOV,konecres,2007,2007,NOV
403,Láska není minulost,"Hofmanová, Jaroslava",2007,2007,NOV,laskane,2007,2007,NOV
404,Nemáme na vybranou,"Lustig, Arnošt",2007,2007,NOV,lustigne,2007,2007,NOV
405,"Jíst, meditovat, milovat","Gilbert, Elizabeth",2007,2007,NOV,medito,2007,2007,NOV
406,Možnost ostrova,"Houellebecq, Michel",2007,2007,NOV,moznostr,2007,2007,NOV
407,Muži a jiné katastrofy,"Gierová, Kerstin",2007,1998,NOV,muzkatkg,2007,1998,NOV
408,Maigret na dovolené,"Simenon, Georges",2007,1994,NOV,nadovol,2007,1994,NOV
409,Paní de Wintrová,"Hill, Susan",2007,2007,NOV,panidewi,2007,1994,NOV
410,Perelandra,"Lewis, C. S.",2007,1995,NOV,pereland,2007,1995,NOV
411,Drsné pobřeží,"Temple, Peter",2007,2007,NOV,pobrezi,2007,2007,NOV
412,Pochod k moři,"Doctorow, Edgar Lawrence",2007,2007,NOV,pochodmo,2007,2007,NOV
413,Poník a dvojčata,"Bachner, Anne",2007,2007,COL,pondvoab,2007,2007,NOV
414,Poslední rituál,"Sigurdardóttir, Yrsa",2007,2007,NOV,poslritu,2007,2007,NOV
415,Sebranka,"Eidler, Petr",2007,2007,NOV,sebranpe,2007,2007,NOV
416,Správná parta a kouzelný míč,"Kühnl, Daniel",2007,2007,NOV,spakmdk,2007,2007,NOV
417,"Spi sladce, lásko","Carlotto, Massimo",2007,2007,NOV,spislamc,2007,2007,NOV
418,Jsem statečná žena,"Žáček, Jan",2007,2007,NOV,statecna,2007,2007,NOV
419,Ten večer,"Minot, Susan",2007,2007,NOV,tenvecsm,2007,2007,NOV
420,Elyonova země. Osamělá moře,"Carman, Patric",2008,2008,NOV,elyzempc,2008,2008,NOV
421,Evelínka a kouzelný lektvar,"Shieldsová, Gillian",2008,2008,COL,evelekgs,2008,2008,NOV
422,Indigový drak,"Owen, James",2008,2008,NOV,indrakjo,2008,2008,NOV
423,Kukla motýla,"Terrell, Heather",2008,2008,NOV,kukla,2008,2008,NOV
424,Výprava do Najády,"Hlaváčková, Iva",2008,2008,NOV,najadaih,2008,2008,NOV
425,V ohrožení,"Cornwell, Patricia",2008,2008,NOV,ohroz,2008,2008,NOV
426,Správná parta a zrušená kletba,"Kühnl, Daniel",2008,2008,COL,parkledk,2008,2008,NOV
427,Probuzení,"Chopin, Kate",2008,2008,NOV,probuzkc,2008,2008,NOV
428,Zahrada pozemských rozkoší,"Caruso, Giacinta",2008,2008,NOV,rozkosi,2008,2008,NOV
429,Angelika - Toulouská svatba,"Golonová, Anne",2008,2008,NOV,tousvaag,2008,2008,NOV
430,Když uvěříš,"Inclan, Jessica Barksdale",2008,2008,NOV,uveris,2008,2008,NOV
431,Vládci Sedmihoří. Magická cesta,"Hlaváčková, Iva",2008,2008,NOV,vlasedih,2008,2008,NOV
432,Výprodej v domě hrůzy,"Coville, Bruce",2008,2008,NOV,vyphrubc,2008,2008,NOV
433,Zachráníš mě ráno,"Fieldingová, Joy",2008,2008,NOV,zachrajf,2008,2008,NOV
434,Zamilovaná čarodějka,"Kesselová, Carola von",2008,2008,COL,zamcarck,2008,2008,NOV
435,O lásce,"Čechov, Anton Pavlovič",1999,1976,COL,cechov,1976,1976,COL
436,Paleček krále Jiřího,"Hiršal, Josef - Kolář, Jiří",1992,1992,COL,hi_palec,1992,1992,COL
437,Hodina děsu,"King, Stephen",1992,1992,COL,hodidesu,1992,1992,COL
438,Mrtví se někdy vracejí,"King, Stephen",1992,1992,COL,mrtvisev,1992,1992,COL
439,Na břehu,"Nápravník, Milan",1992,1992,NOV,napr,1992,1992,COL
440,Malostranské humoresky,"Pecka, Karel",1992,1985,COL,pec,1992,1985,COL
441,"Muž, který příliš zabíjel","Baxt, George",1992,X,NOV,poirot12,1992,1992,COL
442,Neobvyklé zboží,"Talbot, Michael",1992,X,NOV,poirot13,1992,1992,COL
443,Straší na faře v Shawley?,"Rendellová, Ruth",1992,X,COL,poirot14,1992,1992,COL
444,Strýček Bosko,"Fischl, Viktor",1993,1993,NOV,bosko,1993,1993,COL
445,Ministrantovo svědectví,"Simenon, Georges",1993,1993,COL,minsved,1993,1993,COL
446,Pábení,"Hrabal, Bohumil",1993,1993,NOV,pi187,1993,1993,COL
447,Devět povídek,"Salinger, Jerome David",1993,1971,COL,povid9,1993,1971,COL
448,Jenom splín,"Procházková, Lenka",1993,1987,COL,proch,1993,1987,COL
449,Povídky z jedné kapsy,"Čapek, Karel",1993,1929,COL,z_1kapsy,1993,1929,COL
450,Sedm Povídek,"Zábrana, Jan",1993,1993,COL,zab1,1993,1993,COL
451,Hajný Vítězslav a fořt Bořivoj,"Mlčoušek, Jiří",1994,1994,NOV,borivoj,1994,1994,COL
452,Co se stalo,"Kriseová, Eda",1994,1966,NOV,costalo,1994,1991,COL
453,Pellicova 47,"Nekula, Marek",1994,1994,COL,pellicov,1994,1994,COL
454,Kafkárna,"Hrabal, Bohumil",1994,1994,COL,pi197,1994,1994,COL
455,Příběhy (jak mě napadly),"Grym, Pavel",1994,1994,COL,pi310,1994,1994,COL
456,Železný vlk,"Langer, František",1994,1920,NOV,zelevlk,1994,1920,COL
457,Piknik a jiné pohromy,"Durrell, Gerald",1995,1995,COL,durrell2,1995,1995,COL
458,Beverly Hills ... a jejich touhy,"Smith, K. T.",1995,1995,NOV,jejitouh,1995,1995,COL
459,Milostenky nemilostné,"Drda, Jan",1995,1995,COL,milosten,1995,1995,COL
460,Provdaná nevěsta,"Vejvoda, Jaroslav",1995,1991,COL,provdana,1995,1991,COL
461,Ráno na pobřeží,"Styron, William",1995,1995,COL,rannapob,1995,1995,COL
462,Šílenství,"Sá-Carneiro, Mário de",1996,1996,COL,carneiro,1996,1996,COL
463,Černý kámen,"Howard, Robert Ervin",1996,1996,COL,cernykam,1996,1996,COL
464,Hovory s Okťabrinou,"Škvorecký, Josef",1996,1996,COL,hovory,1996,1996,COL
465,Kroky,"Kosinski, Jerzy",1996,1996,COL,krokykos,1996,1996,COL
466,Zlý pes bez zahrady,"Listopad, František",1996,1996,COL,li_zlype,1996,1996,COL
467,"Všechno, co opravdu potřebuji znát, jsem se naučil v mateřské školce","Fulghum, Robert",1996,1991,NOV,matskol,1996,1991,COL
468,Dům alchymistův,"Meyrink, Gustav",1996,1996,COL,meyrink,1996,1996,COL
469,Popel žhne,"Řezníček, Pavel",1996,1996,COL,rezpopel,1996,1996,COL
470,U jídla se nemluví,"Třešňák, Vlastimil",1996,1996,COL,tresnak1,1996,1996,COL
471,Vyřídit si účty,"Allen, Woody",1997,1997,COL,allen3,1997,1997,COL
472,Krvavá komnata,"Carterová, Angela",1997,1997,COL,carter,1997,1997,COL
473,"Komouši, grázlové, cikáni, fízlové & básníci","Novák, Jan",1997,1997,NOV,komousi,1997,1997,COL
474,Kůň na měsíci a jiné povídky,"Pirandello, Luigi",1997,1997,COL,kuname,1997,1997,COL
475,Prázdné cesty,"Liksomová, Rosa",1997,1997,COL,liksom,1997,1997,COL
476,O princezně Modroočce a jiné pohádky,"Janusová, Viera",1997,1997,COL,opomodoc,1997,1997,COL
477,Černý mnich a jiné povídky,"Čechov, Anton Pavlovič",1997,1997,COL,picecer,1997,1997,COL
478,Plukovník Chabert. Gobsek.,"Balzac, Honoré de",1997,1997,COL,plchago,1997,1997,COL
479,Pohádky bratří Grimmů,"Grimm, Jakob - Grimm, Wilhelm",1996,1996,COL,pohadky,1997,1997,COL
480,Příběhy o milém Pánubohu,"Rilke, Rainer Maria",1997,1997,COL,ri_pribe,1997,1997,COL
481,Snový život Balso Snella,"West, Nathanael",1997,1997,COL,snozibas,1997,1997,COL
482,Šťastný princ a jiné pohádky,"Wilde, Oscar",1997,1997,COL,staprap,1997,1997,COL
483,Libertas a jiné sny,"Švanda, Pavel",1997,1997,COL,sv_liber,1997,1997,COL
484,Pověsti o hradech,"Wenig, Adolf",1997,1907,NOV,wenig,1997,1907,COL
485,Zkamenělý muž,"Weltyová, Eudora",1997,1997,COL,zkamen,1997,1997,COL
486,Prázdniny,"Balabán, Jan",1998,1998,COL,balabanp,1998,1998,COL
487,Tři Ďábelské novely,"Barbey d'Aurevilly, Jules",1998,1998,COL,bardaur,1998,1998,COL
488,Grónské mýty a pověsti,"Rasmussen, Knud",1998,1998,COL,eskymo,1998,1998,COL
489,Kouzelný hadí kámen,"Skřivánek, Jaromír",1998,1998,COL,hadikame,1998,1998,COL
490,Raná próza,"Hesse, Herman",1998,1998,COL,hesse,1998,1998,COL
491,Zloděj a jiné podivné figury,"Heym, Georg",1998,1998,COL,heymzlod,1998,1998,COL
492,Klub sebevrahů,"Stevenson, Louis Robert",1998,1998,COL,klusevr,1998,1998,COL
493,Pověsti o založení Litomyšle,"Helan, Pavel",1998,1998,FAC,litomysl,1998,1998,COL
494,Lucidor a jiné prózy,"Hofmannsthal, Hugo von",1998,1998,COL,lucidora,1998,1998,COL
495,Lunarys,"Houser, Pavel",1998,1998,COL,lunarys,1998,1998,COL
496,Ocelové vize,"Harrison, Harry",1998,1998,COL,ocelvize,1998,1998,COL
497,Pohádky Větrných hor,"Vopěnka, Martin",1998,1998,COL,pohvthor,1998,1998,COL
498,Jak hromady pobitých ptáků,"Dvořák, Ladislav",1998,1998,COL,poptaku,1998,1998,COL
499,Princ a drak,"Asimov, Isaac",1998,X,COL,princadr,1998,1998,COL
500,Blázny šatí stvol,"Řezníček, Pavel",1998,1998,COL,rezblaz,1998,1998,COL
501,Proč bychom se netěšili,"Šmíd, Zdeněk",1998,1998,NOV,smid3,1998,1998,COL
502,Hora duchů,"Becquer, Gustavo Adolfo",1999,1999,COL,horaduch,1999,1999,COL
503,"Ikarie, ročník 1999",Y,1999,1999,POP,ikariep,1999,1999,COL
504,Krabí zjevení,"Tanaka, Kótaró",1999,1999,COL,krabi,1999,1999,COL
505,Kufr,"Dovlatov, Sergej",1999,1999,COL,kufr,1999,1999,COL
506,Pohádky paní Meluzíny,"Vladislav, Jan",1999,1999,COL,meluzina,1999,1999,COL
507,"Mluv, mluv, poslouchám tě","Jakoubková, Alena",1999,1999,COL,mluvmluv,1999,1999,COL
508,Polní tráva,"Čep, Jan",1999,1946,COL,poltrava,1999,1946,COL
509,Prózy II (Jiří Orten - Spisy),"Orten, Jiří",1999,1999,COL,prozy_ii,1999,1999,COL
510,Šátek a jiné povídky,"Agnon, Šmuel Josef",1999,1999,COL,satek,1999,1999,COL
511,Bič boží,"Zamjatin, Jevgenij",1999,1999,COL,zamjatin,1999,1999,COL
512,Čarodějovy pohádky,"Semerád, Martin",2000,2000,COL,carodpoh,2000,2000,COL
513,Indické pohádky a bajky,"Merhoutová, Eliška",2000,2000,COL,indpohad,2000,2000,COL
514,Paseka živých jelenů,"Neuwirth, Štěpán",2000,2000,COL,pasekasn,2000,2000,COL
515,Citová angažmá,"Fiala, Petr",2000,2000,COL,pfialaca,2000,2000,COL
516,Za písní Severu aneb Proč bychom se neztratili,"Šmíd, Zdeněk",2000,2000,COL,prbneztr,2000,2000,COL
517,Sedmero krkavců a jiné pohádky,"Němcová, B. - Koutská, B.",2000,1928,COL,sedmero,2000,2000,COL
518,Deset povídek aneb Na vině jsou prakoně,"Stiborová, Věra",2000,2000,COL,stiborov,2000,2000,COL
519,Století zázraků,"Štětina, Jaromír",2000,2000,COL,stolzazr,2000,2000,COL
520,Vánice,"Tolstoj, Lev Nikolajevič",2000,2000,COL,vanice1,2000,2000,COL
521,Vánice,"Puškin, Alexander Sergejevič",2000,2000,COL,vanice2,2000,2000,COL
522,Vánice,"Bulgakov, Michail Afanasjevič",2000,2000,COL,vanice3,2000,2000,COL
523,Bez adresy,"Reinerová, Lenka",2001,2001,NOV,adresa0,2001,2001,COL
524,Beze stop,"Formánek, Jaroslav",2001,2001,COL,bezestop,2001,2001,COL
525,Červené botičky,"Zonová, Anna",2001,2001,COL,boticky,2001,2001,COL
526,Čekárna,"Hansen, Martin Alfred",2001,2001,NOV,cekarna,2001,2001,COL
527,Chvalozpěv na ženu - zahradu,"Depestre, René",2001,2001,COL,chvalozp,2001,2001,COL
528,Fosfen,"Stradický ze Strdic, Petr Odillo",2001,2001,COL,fosfen,2001,2001,COL
529,"Kouzelný strom. Mýty, legendy, pohádky a humorky Latinské Ameriky a karibské oblasti","Kašpar, Oldřich - Mánková, Eva",2001,2001,COL,k_strom,2001,2001,COL
530,Strach z lidí,"Micka, Daniel",2001,2001,COL,micka_d,2001,2001,COL
531,Neutronová hvězda,"Niven, Larry",2001,2001,COL,neutrhv,2001,2001,COL
532,"Ó, jak jsme jiné","Nenadál, Radoslav",2001,2001,COL,ojakjine,2001,2001,COL
533,Vybrané kousky z Mariana Pally,"Palla, Marian",2001,2001,COL,palla,2001,2001,COL
534,Povídky o manželství a o sexu,"Viewegh, Michal",2001,1999,COL,sex,2001,1999,COL
535,Slunce pro duši,"Lechleitner, Norbert",2001,2001,COL,sluncedu,2001,2001,COL
536,Želary,"Legátová, Květa",2001,2001,COL,zelary,2001,2001,COL
537,Ztracené jezero,"Slouka, Mark",2001,2001,COL,ztjezero,2001,2001,COL
538,Tak už jsem tady!,"Breinholst, Willy",2002,2002,COL,batole,2002,2002,COL
539,Doktor Kott přemítá,"Dousková, Irena",2002,2002,NOV,doktor,2002,2002,COL
540,Křehké knoflíky: Předměty - Jídlo - Pokoje,"Steinová, Gertrude",2002,2002,COL,knofliky,2002,2002,COL
541,Nemilá příhoda,"Dostojevskij, Fjodor Michajlovič",2002,2002,COL,prihoda,2002,1964,COL
542,Srdce na udici,"Andronikova, Hana",2002,2002,COL,srdce,2002,2002,COL
543,V dobrém jsme se sešli...,"Myslíková, Míla",2002,2002,COL,v_dobrem,2002,2002,COL
544,V horách šílenství: mýtus Cthulhu,"Lovercraft, Howard Phillips",2002,2002,COL,vhorsil,2002,2002,COL
545,Zdvižený závoj,"Eliotová, George",2002,2002,COL,zdvizzav,2002,2002,COL
546,Vynálezci z Guslaru,"Bulyčov, Kir",2002,2002,COL,zguslaru,2002,2002,COL
547,Knížka s červeným obalem,"Berková, Alexandra",2003,1986,COL,berkova,2003,1986,COL
548,Bezcesti,"Kubánek, Robert",2003,2003,COL,bezcesti,2003,2003,COL
549,Čítanka pro začínající detektivy,"Čechura, Rudolf",2003,2003,COL,citankad,2003,2003,COL
550,Divná doba,"Duteurtre, Benoît",2003,2003,COL,divndob,2003,2003,COL
551,Sestřičky z Elurie,"King, Stephen",2003,2003,COL,elurie,2003,2003,COL
552,Sex je fajn,"Breinholst, Willy",2003,2003,COL,fajnsex,2003,2003,COL
553,Jablko přešlé mrazem,"Vaculík, Ondřej",2003,2003,COL,jablko,2003,2003,COL
554,Povídání o pejskovi a kočičce,"Čapek, Josef",2003,1929,COL,kocicka,2003,1929,COL
555,Poselství kulhavého běžce,"Komenda, Stanislav",2003,2003,COL,komendas,2003,2003,COL
556,Lovci a sběrači,"Hvorecký, Michal",2003,2003,COL,lovci,2003,2003,COL
557,Cesta do Malšic,"Kuna, Karel",2003,2003,COL,malsice,2003,2003,COL
558,"Servus, Ser-vá-ci","Blatný, Lev",2003,2003,COL,servus,2003,2003,COL
559,"Ženy, Havel, hygiena","Vaněk-Úvalský, Bohuslav",2003,2003,COL,zeny,2003,2003,COL
560,Dvacet centů s obálkou a vánočním přáním,"Pratchett, Terry",2004,2004,COL,20centu,2004,2004,COL
561,...a vyberte si,"Pelc, Jan",2004,2004,COL,avyberte,2004,2004,COL
562,Dva umělci na dědině,"Vosáhlo, Petr Marek",2004,2004,COL,dvaumnad,2004,2004,COL
563,Moje nejmilejší kočičí historky,"Herriot, James",2004,2004,COL,herkocky,2004,2004,COL
564,"Stálo to za hovno..., ale aspoň byla sranda","Vlk, Václav",2004,2004,COL,hovno,2004,2004,COL
565,Indiánské příběhy,"Hulpach, Vladimír",2004,2004,COL,ipribehy,2004,1987,COL
566,Nejkrásnější růže,"Robertsová, Nora - Gregory, Jill - Langan, Ruth Ryan - Willman, Marianne",2004,2004,COL,nejruze,2004,2004,COL
567,Pokus o záchranu Čuňáka Sneeda,"Irving, John",2004,2004,NOV,pokus,2004,2004,COL
568,Tři novely,"Topol, Filip",2004,2004,COL,topol3n,2004,2004,COL
569,Toulky nejen s kulovnicí,"Neuwirth, Štěpán",2004,2004,COL,toukulsn,2004,2004,COL
570,Třísky do masa,"Chochola, Václav",2004,2004,NOV,triskdom,2004,2004,COL
571,Údolí ztracených žen,"Howard, Robert Ervin",2004,2004,COL,udolizen,2004,2004,COL
572,Vitamíny pro duši: 100 moudrých příběhů pro potěšení,"Lechleitner, Norbert",2004,2004,COL,vitamnl,2004,2004,COL
573,Vše má svůj pravý čas,"Gulley, Philip",2004,2004,COL,vsecaspg,2004,2004,COL
574,Andělské vteřiny,"Martin, Eduard",2005,2005,COL,andelvte,2005,2005,COL
575,Dědictví,"Trefulka, Jan",2005,2005,COL,dedictv,2005,2005,COL
576,"Ikarie, č. 4/2005",Y,2005,2005,POP,ikar0504,2005,2005,COL
577,"Ikarie, č. 8/2005",Y,2005,2005,POP,ikar0508,2005,2005,COL
578,"Ikarie, č. 12/2005",Y,2005,2005,POP,ikar0512,2005,2005,COL
579,Svět může být i jiný,"Bambaren, Sergio F.",2005,2002,COL,jinysvet,2005,2005,COL
580,Ostrov stálého štěstí,"Rottová, Inna",2005,2005,COL,ostroste,2005,2005,COL
581,Pověsti Ostravska aneb Na každém šprochu pravdy trochu,"Stehlíková, Marcela",2005,2005,COL,povostms,2005,2005,COL
582,Smrt morčete,"Fuks, Ladislav",2005,2005,COL,smrtmor,2005,1969,COL
583,Strašidelný dům,"Woolfová, Virginia",2005,2005,COL,strasdum,2005,2005,COL
584,Bláznivá neděle,"Fitzgerald, Francis Scott",2006,2006,COL,blaznede,2006,2006,COL
585,"Ikarie, č. 4/2006",Y,2006,2006,POP,ikar0604,2006,2006,COL
586,"Ikarie, č. 8/2006",Y,2006,2006,POP,ikar0608,2006,2006,COL
587,Nahé povídky,"Kuťák, Jaroslav",2006,2006,COL,nahpovjk,2006,2006,COL
588,Pověsti vyšehradské,"Bilianová, Popelka",2006,1905,COL,povestvy,2006,1905,COL
589,Moudrá sova Rozárka,"Pospíšilová, Zuzana",2006,2006,COL,rozarka,2006,2006,COL
590,Vánoce starého velblouda a další povídky,"Noelová, Marie",2006,2006,COL,starvelb,2006,2006,COL
591,Únos Mildred Hawkinsové,"Kostiha, Vladimír",2006,2006,COL,unosmild,2006,2006,COL
592,Bažanti na dubech,"Komenda, Stanislav",2007,2007,COL,bazant_d,2007,2007,COL
593,"Ikarie, č. 4/2007",Y,2007,2007,POP,ikar0704,2007,2007,COL
594,"Ikarie, č. 8/2007",Y,2007,2007,POP,ikar0708,2007,2007,COL
595,"Ikarie, č. 12/2007",Y,2007,2007,POP,ikar0712,2007,2007,COL
596,Výprava na Zemi,"Clarke, Arthur C.",2007,2007,COL,nazemi,2007,2007,COL
597,Možná že odcházíme,"Balabán, Jan",2007,2004,COL,odchazim,2007,2004,COL
598,Oheň tajemství,"Neužilová, Marcela",2007,2007,COL,ohentaj,2007,2007,COL
599,"Pane faráři, já vás budu muset zabít!","Barhoň, Jiří",2007,2007,COL,panefara,2007,2007,COL
600,Povolání žena,"Bombecková, Erma",2007,2007,COL,povzeneb,2007,1994,COL
601,Sex pro golfisty,"Heid, Klaus",2007,2007,COL,sexgolf,2007,2007,COL
602,Sex pro řidiče,"Seewaldt, Patrick",2007,2007,COL,sexridps,2007,2007,COL
603,"Ikarie, č. 4/2008",Y,2008,2008,POP,ikar0804,2008,2008,COL
604,"Ikarie, č. 8/2008",Y,2008,2008,POP,ikar0808,2008,2008,COL
605,"Ikarie, č. 1/2009",Y,2009,2009,POP,ikar0901,2009,2009,COL
606,"Ikarie, č. 5/2009",Y,2009,2009,POP,ikar0905,2009,2009,COL
607,"Ikarie, č. 9/2009",Y,2009,2009,POP,ikar0909,2009,2009,COL
608,Prozatím,"Kremlička, Vít",2002,2002,COL,prozatim,2002,2002,VER
609,Nemrznoucí směs a pára na skle,"Vávra, Stanislav",1992,1992,COL,pi207a,1992,1992,
610,Teď je to čistý,"Koubek, Václav",1992,1992,COL,pi209,1992,1992,
611,Pravila slova,"Vystrčil, Tomáš",1992,1992,COL,pi211,1992,1992,
612,Nedokončený kalendář na tento rok a všechny roky příští,"Hauptbahnhof, Eberhardt",1994,1992,IMA,kalend,1994,1992,
613,Návrat krále a další hry,Y,1995,1994,POP,nvrathry,1994,1994,
614,Absurdanda,"Vokolek, Vladimír",1995,1994,COL,vo_absur,1994,1994,
615,Texty,"Medek, Mikuláš",1995,1995,IMA,medek,1995,1995,
616,Písání,"Lennon, John",1996,1996,COL,pisanlen,1996,1996,
617,Tak už se pusť!,"Williams, Paul",1996,1996,IMA,takuspus,1996,1996,
618,Mé myšlenky se velice nepodobají dýmu,"Daniel, Jiří",1998,1998,FAC,denikdan,1998,1998,
619,Fernety,"Kroutvor, Josef",1998,1998,COL,kroutvor,1998,1998,
620,Haussmanovy méně známé texty,"Haussmann, Jiří",1999,1999,IMA,haussman,1999,1999,
621,Zápisníky II,"Camus, Albert",1999,1999,FAC,zapisdva,1999,1999,
622,Slova jako hvězdy,"Saint-Exupéry, Antoine de",2000,2000,COL,hvezdy,2000,2000,
623,Murphy cestuje,"Trolleybus, Thomas van",2000,2000,POP,mur_cest,2000,2000,
624,Murphyho ekologické zákony pro každého,"Landa, Ivan",2001,2001,POP,mur_eko,2001,2001,
625,Murphyho zákon a právníci,"Bloch, Arthur",2001,2001,POP,mur_prav,2001,2001,
626,Optimismus pro každý den,"Bergmann, Fabian",2001,2001,COL,optimist,2001,2001,
627,Nejhloupější zákony světa,"Crombie, David",2002,2002,POP,zakony,2002,2002,
628,Nezabolí jazyk od dobrého slova,"Huptych, Miroslav - Žáček, Jiří",2004,2004,COL,nezaboli,2004,2004,
629,Mezi nebem a zemí,"Rothmann, Robert",2005,2005,COL,nebezem,2005,2005,
